feature,label,boundary
./dataset/MPII_Cooking/features_average/s29-d71-cam-002.npy,./dataset/MPII_Cooking/cluster_arr/s29-d71-cam-002.npy,./dataset/MPII_Cooking/cluster_boundary_arr/s29-d71-cam-002.npy
./dataset/MPII_Cooking/features_average/s22-d23-cam-002.npy,./dataset/MPII_Cooking/cluster_arr/s22-d23-cam-002.npy,./dataset/MPII_Cooking/cluster_boundary_arr/s22-d23-cam-002.npy
./dataset/MPII_Cooking/features_average/s28-d27-cam-002.npy,./dataset/MPII_Cooking/cluster_arr/s28-d27-cam-002.npy,./dataset/MPII_Cooking/cluster_boundary_arr/s28-d27-cam-002.npy
./dataset/MPII_Cooking/features_average/s29-d52-cam-002.npy,./dataset/MPII_Cooking/cluster_arr/s29-d52-cam-002.npy,./dataset/MPII_Cooking/cluster_boundary_arr/s29-d52-cam-002.npy
./dataset/MPII_Cooking/features_average/s29-d49-cam-002.npy,./dataset/MPII_Cooking/cluster_arr/s29-d49-cam-002.npy,./dataset/MPII_Cooking/cluster_boundary_arr/s29-d49-cam-002.npy
./dataset/MPII_Cooking/features_average/s34-d34-cam-002.npy,./dataset/MPII_Cooking/cluster_arr/s34-d34-cam-002.npy,./dataset/MPII_Cooking/cluster_boundary_arr/s34-d34-cam-002.npy
./dataset/MPII_Cooking/features_average/s33-d27-cam-002.npy,./dataset/MPII_Cooking/cluster_arr/s33-d27-cam-002.npy,./dataset/MPII_Cooking/cluster_boundary_arr/s33-d27-cam-002.npy
./dataset/MPII_Cooking/features_average/s28-d51-cam-002.npy,./dataset/MPII_Cooking/cluster_arr/s28-d51-cam-002.npy,./dataset/MPII_Cooking/cluster_boundary_arr/s28-d51-cam-002.npy
./dataset/MPII_Cooking/features_average/s28-d39-cam-002.npy,./dataset/MPII_Cooking/cluster_arr/s28-d39-cam-002.npy,./dataset/MPII_Cooking/cluster_boundary_arr/s28-d39-cam-002.npy
./dataset/MPII_Cooking/features_average/s28-d23-cam-002.npy,./dataset/MPII_Cooking/cluster_arr/s28-d23-cam-002.npy,./dataset/MPII_Cooking/cluster_boundary_arr/s28-d23-cam-002.npy
./dataset/MPII_Cooking/features_average/s29-d42-cam-002.npy,./dataset/MPII_Cooking/cluster_arr/s29-d42-cam-002.npy,./dataset/MPII_Cooking/cluster_boundary_arr/s29-d42-cam-002.npy
./dataset/MPII_Cooking/features_average/s29-d29-cam-002.npy,./dataset/MPII_Cooking/cluster_arr/s29-d29-cam-002.npy,./dataset/MPII_Cooking/cluster_boundary_arr/s29-d29-cam-002.npy
./dataset/MPII_Cooking/features_average/s34-d40-cam-002.npy,./dataset/MPII_Cooking/cluster_arr/s34-d40-cam-002.npy,./dataset/MPII_Cooking/cluster_boundary_arr/s34-d40-cam-002.npy
./dataset/MPII_Cooking/features_average/s28-d70-cam-002.npy,./dataset/MPII_Cooking/cluster_arr/s28-d70-cam-002.npy,./dataset/MPII_Cooking/cluster_boundary_arr/s28-d70-cam-002.npy
./dataset/MPII_Cooking/features_average/s22-d31-cam-002.npy,./dataset/MPII_Cooking/cluster_arr/s22-d31-cam-002.npy,./dataset/MPII_Cooking/cluster_boundary_arr/s22-d31-cam-002.npy
./dataset/MPII_Cooking/features_average/s34-d28-cam-002.npy,./dataset/MPII_Cooking/cluster_arr/s34-d28-cam-002.npy,./dataset/MPII_Cooking/cluster_boundary_arr/s34-d28-cam-002.npy
